TIMESTAMP,NEE_VUT_REF,NEE_VUT_REF_QC,GPP_NT_VUT_REF
20040424,0.842492,0.958333,0.290053
20040425,1.0623,1,0.0143442
20040426,1.27746,0.958333,-0.0479928
20040427,0.836482,0.958333,0.138622
20040428,1.03802,0.75,0.575929
20040429,1.72889,0.833333,0.540778
20040430,0.988777,1,0.443767
20040501,0.641785,0.916667,0.946219
20040502,1.06527,1,0.322212
20040503,0.651011,0.791667,0.838904
20040504,1.28227,1,0.520646
20040505,0.633845,0.875,1.11092
20040506,0.887374,0.958333,1.51361
20040507,0.976711,1,0.86111
20040508,1.06502,1,0.705067
20040509,0.134456,0.916667,1.91105
20040510,2.17368,0.916667,0.916995
20040511,1.49342,0.875,1.70532
20040512,3.25876,0.875,1.43435
20040513,3.95092,0.875,-0.207513
20040514,1.74863,0.75,1.40724
20040515,0.194496,0.625,2.87323
20040516,0.760995,0.583333,3.3329
20040517,2.27512,0.875,3.03089
20040518,0.9807,0.916667,3.47436
20040519,0.398126,0.833333,5.16719
20040520,2.06814,0.958333,3.05797
20040521,0.517023,1,3.21681
20040522,1.95328,1,1.65453
20040523,2.57427,1,1.05536
20040524,1.74763,1,1.65628
20040525,0.815837,1,2.92064
20040526,-1.24893,1,4.97966
20040527,0.271643,1,3.22226
20040528,-1.03907,0.875,4.25274
20040529,-0.822135,0.958333,4.5591
20040530,-1.45838,0.791667,5.71042
20040531,1.51383,0.791667,2.12702
20040601,-1.46708,0.583333,5.12926
20040602,-1.95294,0.625,6.55946
20040603,-2.0348,0.708333,6.66946
20040604,-1.55036,0.958333,6.96755
20040605,-2.03358,0.958333,7.95915
20040606,-1.3976,1,7.77757
20040607,-2.33436,0.958333,10.2238
20040608,-1.77252,1,10.7809
20040609,-0.324698,0.958333,7.0428
20040610,-4.29371,0.958333,10.3647
20040611,-3.88534,0.958333,10.2732
20040612,-3.47577,0.958333,10.5674
20040613,-2.44011,1,9.71589
20040614,-5.76697,1,12.4444
20040615,-5.85291,0.958333,12.4909
20040616,-4.02601,0.875,12.0184
20040617,2.49674,0.875,4.55785
20040618,-5.30621,1,12.2635
20040619,-6.4045,1,11.3992
20040620,-6.2109,1,11.7563
20040621,-4.57916,1,10.3402
20040622,-7.03656,1,12.2776
20040623,-7.73473,1,12.7589
20040624,-6.0226,1,10.3786
20040625,-6.57425,1,11.3748
20040626,-7.2774,1,12.4058
20040627,-6.43844,1,12.197
20040628,-7.63831,1,14.0236
20040629,-6.49856,1,13.2026
20040630,-5.4237,0.875,12.9491
20040701,-6.811,1,13.1824
20040702,-6.49854,0.916667,12.6812
20040703,-5.77358,0.833333,12.363
20040704,-0.24842,0.875,6.29814
20040705,-7.506,0.833333,12.4123
20040706,-0.519744,0.916667,4.67404
20040707,-5.18061,1,9.91929
20040708,-3.91223,0.875,8.11935
20040709,-5.6191,1,11.0313
20040710,-7.89144,0.833333,14.6424
20040711,-5.097,0.958333,12.0589
20040712,-6.4286,0.875,14.6835
20040713,-4.91955,1,12.7537
20040714,-4.61825,1,11.4279
20040715,-6.91045,0.916667,13.9761
20040716,-6.71722,0.958333,13.8945
20040717,-6.30353,0.958333,13.3761
20040718,-7.31365,0.875,14.596
20040719,-5.87472,0.833333,13.6235
20040720,-6.17451,0.75,14.2924
20040721,-5.24877,0.791667,13.7541
20040722,-6.36635,0.666667,13.9861
20040723,-5.06891,0.833333,11.3746
20040724,-6.64645,0.791667,13.0618
20040725,-6.80106,0.541667,13.7332
20040726,-6.18694,0.625,13.4611
20040727,-5.01113,0.416667,12.6489
20040728,-5.97373,0.291667,13.832
20040729,-4.36531,0.458333,12.2976
20040730,1.16459,0.125,5.51754
20040731,-2.75369,0.5,9.16609
20040801,-4.32849,0.75,11.3883
20040802,-1.98127,0.666667,9.26299
20040803,-3.80449,0.791667,10.7831
20040804,-4.30932,1,10.515
20040805,-5.28483,1,10.8348
20040806,-3.37015,1,9.26752
20040807,-3.85492,1,9.8445
20040808,-4.06112,0.958333,10.1581
20040809,-0.607995,0.916667,6.4259
20040810,-2.81294,1,8.04495
20040811,-2.7191,1,7.40803
20040812,-3.84694,0.958333,8.99992
20040813,-4.92197,0.916667,10.6688
20040814,-5.80922,0.833333,12.0146
20040815,-5.47318,0.875,12.4262
20040816,-5.29354,0.833333,12.6786
20040817,-3.31976,1,10.4016
20040818,-3.92746,0.958333,11.0616
20040819,-5.8348,1,10.8497
20040820,-4.96876,1,9.88614
20040821,-5.74855,0.916667,10.2412
20040822,-2.46605,0.958333,7.31978
20040823,-4.00897,0.958333,7.97286
20040824,-3.57209,1,8.56034
20040825,-0.578264,0.875,6.86494
20040826,-3.28782,0.958333,10.6432
20040827,-3.13145,1,10.741
20040828,0.128717,1,5.96046
20040829,-1.8243,1,8.11208
20040830,-2.37554,0.958333,8.97102
20040831,-4.53418,1,11.2277
20040901,1.81321,0.916667,3.72364
20040902,-2.45722,0.875,9.64148
20040903,-2.69845,0.916667,10.5237
20040904,-3.17946,0.833333,9.9901
20040905,-2.07796,0.791667,8.77424
20040906,-0.342436,1,6.53149
20040907,-2.67313,1,7.57784
20040908,-2.80438,0.833333,7.4327
20040909,-2.79524,0.541667,7.62336
20040910,-2.59674,0.666667,7.82746
20040911,-3.70506,1,9.70082
20040912,-2.62449,0.875,8.20936
20040913,-2.46711,0.916667,8.82883
20040914,-2.86179,0.958333,9.85689
20040915,-2.22432,0.958333,9.23671
20040916,-2.88992,0.833333,8.02693
20040917,-3.52138,0.625,7.74602
20040918,-3.75944,0.625,8.1525
20040919,-1.67573,0.875,6.21292
20040920,-2.0895,0.958333,6.53899
20040921,-2.2911,1,6.91491
20040922,-2.11986,1,6.75834
20040923,-1.24568,0.916667,6.19749
20040924,-2.76193,1,7.49552
20040925,-1.78618,0.958333,5.78565
20040926,-2.43854,1,6.88562
20040927,-1.98756,1,6.44779
20040928,-0.875746,1,4.43712
20040929,-1.41456,0.958333,5.21294
20040930,-1.5499,1,5.53406
20041001,-1.61679,1,5.99784
20041002,-1.22436,1,4.29333
20041003,-0.67235,0.833333,4.18704
20041004,-0.578085,1,3.17665
20041005,-1.38089,1,4.3388
20041006,-0.710149,0.958333,4.88559
20041007,-0.646653,0.916667,5.2489
20041008,3.75353,0.875,0.54119
20041009,2.00259,1,1.04769
20041010,-0.0120111,0.916667,2.7647
20041011,-0.497462,0.958333,3.36735
20041012,0.129503,0.833333,3.25899
20041013,0.172108,0.75,2.92018
20041014,1.60875,0.958333,1.13833
20041015,1.84825,1,0.894056
20041016,1.07624,1,1.00077
20041017,0.799886,1,1.06926
20041018,0.8028,1,1.10414
20041019,0.971542,1,1.22251
20041020,1.38227,1,1.10941
20041021,1.32095,1,1.31656
20041022,1.83705,1,1.03151
20041023,3.00667,1,0.349395
20041024,2.81564,1,0.49439
20041025,3.04931,0.916667,0.294494
20041026,1.76524,1,0.952386
20041027,2.02749,1,0.594986
20041028,1.30056,1,1.78957
20041029,2.70985,1,0.594926
20041030,3.09766,1,0.91176
20041031,2.04762,1,0.527316
20041101,1.99782,1,0.100028
20041102,1.99312,1,0.0927906
20041103,1.34548,0.791667,0.791664
20041104,2.17882,1,-0.277009
20041105,1.77989,1,0.44083
20041106,1.97922,0.916667,0.487731
20041107,1.76007,1,0.145565
20041108,1.42757,1,-0.146184
20041109,1.48717,1,-0.0899924
20041110,1.7403,1,0.478613
20041111,1.47144,0.958333,-0.0870132
20041112,1.30571,1,0.0173342
20041113,1.43352,1,-0.0451531
20041114,1.08625,0.958333,0.424428
20041115,1.35333,0.958333,0.287809
20041116,1.7566,1,0.0812019
20041117,1.75392,1,-0.00167688
20041118,1.3994,0.958333,0.339223
20041119,1.03362,1,0.66511
20041120,1.73052,1,0.214771
20041121,1.44319,1,0.145917
20041122,1.53406,0.916667,0.0952301
20041123,1.68661,1,0.0869834
20041124,1.0717,0.958333,0.165772
20041125,0.986189,0.916667,-0.00598996
20041126,1.05361,1,0.00613442
20041127,1.3615,1,0.131609
20041128,1.45512,1,-0.0902141
20041129,1.1171,1,0.219922
20041130,1.25993,0.958333,-0.0578628
20041201,1.34993,1,-0.0201456
20041202,1.18569,1,-0.0653699
20041203,0.918751,0.958333,-0.211351
20041204,1.20691,1,0.0346123
20041205,0.959557,0.916667,-0.16379
20041206,0.949857,1,0.0486735
20041207,1.0746,1,0.0648493
20041208,0.849462,0.916667,0.389684
20041209,0.923423,1,0.392193
20041210,1.33353,1,-0.111251
20041211,1.05876,0.916667,-0.115078
20041212,0.988718,1,0.0971886
20041213,1.10748,0.916667,-0.289946
20041214,0.885796,0.875,-0.16686
20041215,0.941474,0.958333,0.369426
20041216,1.10461,1,0.370101
20041217,0.857765,1,0.00658116
20041218,1.47039,1,-0.194271
20041219,1.22252,1,-1.03543
20041220,0.850603,1,-0.398681
20041221,0.941708,1,0.433543
20041222,1.00337,1,0.0191393
20041223,0.629588,1,-0.108614
20041224,0.762148,1,-0.393914
20041225,1.01369,0.958333,-0.614532
20041226,0.598898,1,-0.0340474
20041227,0.644647,1,-0.0200517
20041228,0.864693,1,0.260116
20041229,0.911361,1,0.212472
20041230,0.950831,1,0.299957
20041231,1.34397,1,0.523535
20050101,0.662346,1,0.110315
20050102,0.949192,0.958333,0.114955
20050103,0.918369,1,0.00861523
20050104,0.664492,1,0.0316801
20050105,0.897142,1,-0.463922
20050106,0.85352,1,-0.405435
20050107,0.58201,1,-0.0198393
20050108,0.439826,1,0.100951
20050109,0.478869,1,0.0418077
20050110,0.650154,1,-0.0909061
20050111,0.768447,1,-0.100443
20050112,0.710853,0.916667,0.263929
20050113,1.36736,0.833333,-0.405486
20050114,0.824,1,-0.32944
20050115,0.54372,1,-0.0153371
20050116,0.671193,1,-0.186694
20050117,0.603498,1,-0.279249
20050118,0.255621,1,0.0514681
20050119,0.679976,1,-0.0033851
20050120,0.519993,1,-0.263568
20050121,0.473233,1,-0.259394
20050122,0.927333,1,-0.678389
20050123,0.315456,0.958333,-0.069516
20050124,0.577496,1,0.144454
20050125,0.302766,1,0.400274
20050126,0.857549,0.958333,-0.569737
20050127,0.960957,0.916667,-0.763756
20050128,0.714957,1,-0.291812
20050129,0.576485,0.958333,0.15278
20050130,0.641576,1,0.121165
20050131,0.78448,0.958333,0.0690971
20050201,0.789838,1,0.197362
20050202,0.605218,0.833333,0.272021
20050203,0.711758,0.958333,0.17138
20050204,0.352546,0.875,0.71654
20050205,1.19384,0.75,0.0423596
20050206,1.01298,0.958333,0.0261247
20050207,0.905993,0.541667,0.0696238
20050208,0.66915,0.791667,-0.125288
20050209,0.504312,0.958333,-0.0972459
20050210,0.498701,0.791667,-0.0308246
20050211,0.112043,1,0.433321
20050212,0.771496,1,-0.231734
20050213,0.279549,0.958333,0.0914001
20050214,0.201015,0.666667,0.199885
20050215,0.676575,1,-0.310908
20050216,0.360048,0.833333,-0.118928
20050217,0.464495,1,-0.30553
20050218,0.645577,0.666667,-0.485298
20050219,0.537138,0.916667,-0.259694
20050220,0.243734,0.791667,0.0922416
20050221,0.550853,0.875,0.0638117
20050222,0.230297,0.833333,0.479985
20050223,0.260315,0.541667,0.430303
20050224,0.488529,0.666667,0.433296
20050225,0.725312,0.666667,0.300815
20050226,0.581563,0.708333,0.104456
20050227,0.447991,0.833333,0.447703
20050228,0.703453,0.5,0.164605
20050301,0.856961,0.5,-0.184347
20050302,0.644243,1,-0.128469
20050303,0.612783,0.791667,-0.185838
20050304,0.537491,0.791667,-0.0766139
20050305,0.46169,0.541667,-0.0256023
20050306,0.288989,0.916667,0.193255
20050307,0.658768,1,-0.363017
20050308,0.744774,0.666667,-0.509519
20050309,0.324845,0.833333,-0.0511142
20050310,0.209774,0.791667,0.535937
20050311,0.273391,0.791667,0.518971
20050312,0.289214,0.833333,0.433766
20050313,0.11147,0.791667,0.602216
20050314,0.0365284,0.75,0.726468
20050315,0.663571,0.583333,0.257952
20050316,1.02694,0.625,-0.350089
20050317,0.739314,0.583333,-0.0397477
20050318,0.600088,0.708333,-0.130416
20050319,0.329967,1,0.200154
20050320,0.484527,1,0.0574841
20050321,0.299321,1,0.242549
20050322,0.6362,1,-0.00639519
20050323,0.62274,1,0.0902851
20050324,0.800788,1,0.130795
20050325,0.426969,1,0.307342
20050326,0.562767,1,0.251725
20050327,0.74794,0.875,0.14959
20050328,0.754664,0.958333,0.204136
20050329,1.185,0.833333,-0.193164
20050330,0.610027,0.958333,0.314682
20050331,1.05163,1,-0.330509
20050401,0.68518,0.916667,0.167939
20050402,0.652403,0.958333,0.270871
20050403,0.768308,1,0.196842
20050404,0.712432,0.958333,0.578981
20050405,0.642744,1,0.782958
20050406,0.818825,1,0.297478
20050407,1.11801,1,0.176771
20050408,0.715761,1,0.685586
20050409,1.14317,1,0.403868
20050410,1.10286,0.958333,0.252804
20050411,0.195916,1,0.888118
20050412,0.223903,1,1.00138
20050413,0.716516,1,0.93964
20050414,0.166588,0.958333,1.61462
20050415,0.528406,1,1.6789
20050416,0.402187,0.875,2.16006
20050417,1.10104,0.75,1.79212
20050418,1.3345,0.625,1.47701
20050419,2.43805,0.958333,1.40134
20050420,1.33496,0.958333,1.55466
20050421,0.290058,1,2.34349
20050422,0.98909,0.958333,1.44471
20050423,1.04888,1,0.60226
20050424,0.821371,1,0.673717
20050425,0.761683,0.958333,0.837645
20050426,0.947623,1,0.668439
20050427,0.504095,1,0.813213
20050428,0.632413,1,0.731503
20050429,0.706397,1,0.768802
20050430,0.40757,1,1.27867
20050501,0.896967,1,0.858622
20050502,0.723114,1,0.931142
20050503,0.199615,1,1.67842
20050504,1.11539,0.916667,1.32821
20050505,0.998394,0.875,2.0493
20050506,1.16026,0.791667,1.87161
20050507,0.999726,0.875,2.22218
20050508,0.552864,1,3.45525
20050509,1.63923,0.625,2.90516
20050510,2.63231,0.916667,1.80514
20050511,0.9843,1,2.53619
20050512,0.422839,0.958333,2.12687
20050513,0.927837,1,1.15493
20050514,0.586363,1,1.43768
20050515,0.746352,1,0.869788
20050516,0.0767129,0.958333,1.75456
20050517,0.236928,0.916667,1.8724
20050518,0.909402,0.958333,1.6264
20050519,0.520429,1,2.21921
20050520,0.339258,0.875,2.43498
20050521,0.197664,0.958333,3.12931
20050522,1.05013,0.958333,2.02818
20050523,0.873428,0.916667,2.14177
20050524,-0.478183,0.75,4.11342
20050525,-1.1314,0.958333,5.17426
20050526,-1.2608,0.875,5.1043
20050527,-2.73501,0.958333,6.58154
20050528,-0.826457,0.833333,4.56421
20050529,-2.61923,0.666667,6.38617
20050530,-3.58375,0.625,8.03909
20050531,-1.79103,0.708333,6.81326
20050601,-2.45869,0.916667,8.10947
20050602,-3.93147,0.791667,9.46511
20050603,-3.2325,0.833333,9.50475
20050604,-3.27251,0.833333,9.66209
20050605,-4.30976,0.958333,10.3374
20050606,-6.45792,0.916667,11.5292
20050607,-7.20001,0.666667,12.4532
20050608,-5.96753,0.875,11.1411
20050609,-5.47543,0.958333,11.2178
20050610,-5.39985,0.875,11.3132
20050611,-6.71923,0.875,12.6404
20050612,-6.06102,0.791667,12.2096
20050613,-2.74108,0.583333,8.74163
20050614,-2.06769,0.458333,8.0344
20050615,1.09084,0.833333,4.16972
20050616,-8.03618,1,12.0358
20050617,-4.93796,1,9.4145
20050618,-6.47569,0.958333,11.1323
20050619,-6.14102,1,12.0013
20050620,-7.30865,0.833333,14.2727
20050621,-4.45362,0.708333,11.3928
20050622,-8.7439,1,15.9819
20050623,-3.60658,0.958333,11.4424
20050624,-4.86288,1,13.049
20050625,-6.38524,0.875,13.1236
20050626,-6.2601,0.958333,12.8087
20050627,-3.52188,0.916667,9.44999
20050628,-6.22784,1,12.0498
20050629,-6.91637,0.875,11.7591
20050630,-7.63808,1,12.175
20050701,-6.22195,0.958333,9.84214
20050702,-8.46872,0.958333,12.1934
20050703,-7.47457,0.916667,10.7796
20050704,-2.99715,1,5.24429
20050705,-5.56329,1,8.08533
20050706,-6.61364,0.916667,9.59916
20050707,-5.39166,0.958333,8.92143
20050708,-4.48546,0.791667,8.06432
20050709,-5.26739,0.625,9.39815
20050710,-3.45066,0.541667,7.73211
20050711,-3.80767,0.416667,8.65365
20050712,-0.71223,0.666667,6.05301
20050713,-1.66196,0.833333,6.98687
20050714,-4.45146,0.916667,9.46588
20050715,-4.56807,0.916667,10.6087
20050716,-3.68535,0.833333,9.54159
20050717,-4.35646,0.916667,9.52094
20050718,-4.65767,1,11.5391
20050719,-5.86328,0.875,11.8293
20050720,-3.26733,1,9.85814
20050721,-5.17659,0.958333,12.3624
20050722,-4.42793,0.958333,11.0161
20050723,-3.49906,0.916667,10.3224
20050724,-1.36058,0.833333,8.71398
20050725,-3.40544,0.875,10.9616
20050726,-1.45794,0.958333,8.42556
20050727,-6.40838,1,12.8106
20050728,-6.6525,0.958333,13.3583
20050729,-5.49205,1,12.6176
20050730,-3.60189,0.833333,10.8151
20050731,-2.04056,0.791667,10.1077
20050801,-4.35552,0.875,12.1791
20050802,-5.79713,0.958333,14.1851
20050803,-3.52565,1,12.4002
20050804,-1.57497,1,9.91104
20050805,-4.60721,0.916667,12.3419
20050806,-4.89883,0.916667,11.3973
20050807,-4.80394,0.75,10.9398
20050808,-4.18888,1,9.2777
20050809,-3.75488,0.958333,7.99722
20050810,-4.15049,0.875,7.73937
20050811,-4.19924,0.875,8.2425
20050812,-1.64827,0.875,5.67863
20050813,-3.59769,0.791667,8.04601
20050814,-6.63706,0.875,11.5336
20050815,-4.67244,0.875,9.87989
20050816,-4.91215,1,10.3643
20050817,-6.11596,1,11.4626
20050818,1.98224,0.916667,3.72613
20050819,1.19412,0.958333,4.9134
20050820,-0.200675,0.958333,6.59534
20050821,-3.01105,1,9.11763
20050822,-1.55977,1,7.48164
20050823,-5.03336,1,11.3817
20050824,-3.94915,1,11.3879
20050825,-3.28742,1,10.1044
20050826,-4.51576,0.958333,10.9893
20050827,0.647993,1,4.92068
20050828,-5.33623,1,10.7972
20050829,-5.70828,1,10.9755
20050830,-4.96947,1,9.91785
20050831,-4.51022,1,10.4924
20050901,-3.74986,1,9.11934
20050902,-4.36638,1,9.2736
20050903,-5.05199,0.916667,9.42791
20050904,-5.30252,0.625,9.04869
20050905,-3.76814,0.916667,8.0291
20050906,-4.76678,1,9.4891
20050907,-2.86003,1,7.10025
20050908,-5.17074,0.916667,8.35608
20050909,-5.07918,0.875,8.19058
20050910,0.771773,0.833333,2.36778
20050911,-4.91588,0.958333,8.79389
20050912,-5.15686,0.958333,9.23301
20050913,-3.68844,1,7.92927
20050914,-2.51906,0.958333,6.42512
20050915,-3.41617,0.916667,7.42225
20050916,-3.87186,0.875,8.20768
20050917,-3.92451,0.916667,8.88423
20050918,-4.09322,1,9.25203
20050919,2.62895,1,2.05906
20050920,-2.93961,1,7.3056
20050921,-3.55474,1,8.55925
20050922,-0.558495,1,4.47367
20050923,-3.64526,0.916667,6.84779
20050924,-2.80071,0.916667,5.88257
20050925,0.404763,1,2.93714
20050926,-1.8804,0.916667,4.85369
20050927,-3.28226,1,6.47986
20050928,-2.35876,1,5.3491
20050929,-3.48758,1,6.14645
20050930,-3.08881,1,6.41828
20051001,-2.36795,1,6.41479
20051002,-0.932201,0.958333,5.66161
20051003,0.898714,1,4.18979
20051004,0.258456,1,4.97933
20051005,0.196647,1,5.34456
20051006,0.468363,1,3.78266
20051007,-0.368372,1,3.55882
20051008,-1.01316,1,4.14227
20051009,-0.970334,1,4.30462
20051010,-1.41206,0.958333,4.95172
20051011,1.08352,1,2.68733
20051012,0.633556,1,3.27038
20051013,0.199414,0.916667,3.9659
20051014,0.0140089,1,4.34483
20051015,1.12355,1,2.75419
20051016,0.491505,1,3.14976
20051017,1.77989,1,1.8921
20051018,1.1273,1,2.61845
20051019,1.35728,1,1.77017
20051020,1.14418,1,2.12608
20051021,1.01539,0.958333,2.01821
20051022,1.39412,1,1.71016
20051023,1.57045,1,1.46006
20051024,1.60638,1,1.41776
20051025,1.79444,1,1.01218
20051026,1.56754,1,0.817222
20051027,2.15961,1,0.101279
20051028,1.72544,1,0.565429
20051029,2.00461,1,0.523497
20051030,1.82555,1,0.72956
20051031,2.6491,1,-0.158971
20051101,1.85336,1,0.355837
20051102,2.07026,1,0.277001
20051103,2.26334,1,0.354536
20051104,1.65597,1,0.740945
20051105,1.88382,1,0.364332
20051106,1.34847,0.958333,0.519976
20051107,1.89195,1,0.09104
20051108,1.40076,1,0.522079
20051109,2.11298,1,-0.311111
20051110,1.50202,1,-0.0348194
20051111,1.37908,0.875,0.464981
20051112,1.6074,0.875,0.566622
20051113,2.40499,0.625,-0.460385
20051114,1.87788,0.541667,-0.199214
20051115,1.77985,0.875,-0.0956196
20051116,1.57854,0.541667,0.0106544
20051117,1.72432,0.541667,-0.38645
20051118,1.81914,0.833333,-0.455903
20051119,1.36142,1,0.391895
20051120,1.34887,1,0.443579
20051121,1.47264,1,0.326175
20051122,1.36157,1,-0.23653
20051123,0.860209,1,0.325201
20051124,1.47735,0.833333,-0.737034
20051125,0.981879,1,-0.0912939
20051126,1.08202,0.958333,-0.0955889
20051127,0.928124,1,0.155849
20051128,1.56563,0.875,-0.151683
20051129,0.83392,1,0.294856
20051130,0.951605,1,-0.093211
20051201,0.871092,1,-0.085183
20051202,1.20535,1,-0.50182
20051203,0.951112,1,-0.245046
20051204,0.906333,1,-0.281645
20051205,0.66613,1,-0.11066
20051206,0.514501,1,0.0144845
20051207,0.759063,1,-0.119181
20051208,0.746049,1,0.00210654
20051209,0.609991,1,0.332974
20051210,0.667516,1,0.401555
20051211,1.0398,1,-0.283459
20051212,0.464544,0.958333,0.110312
20051213,0.598341,1,0.0263359
20051214,0.44759,1,0.239955
20051215,0.20275,1,0.54383
20051216,0.628544,1,0.064851
20051217,0.826974,1,-0.222904
20051218,0.689551,1,-0.227715
20051219,0.876286,1,-0.300414
20051220,0.822328,1,-0.162287
20051221,0.73211,1,0.0619486
20051222,0.782116,1,0.206284
20051223,1.03156,1,0.0305488
20051224,1.13676,1,-0.0414845
20051225,0.823383,1,0.255462
20051226,0.919402,1,-0.0406061
20051227,0.595132,1,0.279587
20051228,0.733885,1,0.0503929
20051229,0.762238,1,-0.115177
20051230,0.555105,1,-0.0864886
20051231,0.427154,1,-0.0300022
20060101,0.636794,1,-0.0829651
20060102,0.559677,1,0.0103518
20060103,0.653968,1,-0.0831612
20060104,0.471269,1,0.123802
20060105,0.693686,1,-0.25133
20060106,0.124678,1,0.195136
20060107,0.548028,1,-0.0947812
20060108,0.610298,1,-0.118497
20060109,0.282337,1,0.247051
20060110,0.620121,1,-0.0194553
20060111,0.617372,1,0.0565069
20060112,0.785411,1,0.202745
20060113,0.939449,1,-0.0565416
20060114,0.823945,1,-0.292437
20060115,0.442465,1,-0.0225687
20060116,0.499753,1,-0.0243096
20060117,0.51982,1,0.0743217
20060118,0.645313,1,-0.141969
20060119,0.560187,1,-0.11161
20060120,0.426924,1,0.161931
20060121,0.848787,1,-0.322185
20060122,0.35015,1,0.361647
20060123,0.715662,1,-0.00843666
20060124,0.744726,1,0.0909875
20060125,1.14977,1,-0.538299
20060126,0.514163,0.75,0.127734
20060127,0.778604,1,0.559587
20060128,0.848178,1,0.41852
20060129,0.856934,1,0.250292
20060130,0.838291,1,-0.107206
20060131,0.725397,1,0.037908
20060201,0.620345,1,0.314821
20060202,0.718423,0.958333,0.321967
20060203,0.744499,0.916667,0.358691
20060204,0.704215,1,0.326349
20060205,0.906948,1,-0.225609
20060206,1.2089,1,-0.42234
20060207,0.57227,1,0.0800758
20060208,0.647,0.916667,-0.122197
20060209,0.70728,1,-0.0888261
20060210,0.584974,1,0.0379521
20060211,0.715395,1,-0.0433254
20060212,0.590086,1,0.0149115
20060213,0.608945,1,-0.0632481
20060214,0.58682,1,0.0306058
20060215,0.551256,1,0.0249155
20060216,0.490587,1,-0.068099
20060217,0.63919,1,-0.359947
20060218,0.520398,1,-0.340011
20060219,0.7711,1,-0.413043
20060220,0.309426,1,0.151486
20060221,0.518185,1,-0.0128068
20060222,0.269185,1,0.331551
20060223,0.659377,1,0.0280492
20060224,0.637937,1,-0.0146623
20060225,0.92449,1,-0.23874
20060226,0.770987,0.916667,-0.180265
20060227,0.614842,1,0.16573
20060228,0.597784,0.958333,0.306799
20060301,0.634317,0.916667,0.326036
20060302,0.827576,1,0.0936766
20060303,0.769577,0.916667,-0.0330485
20060304,0.855885,0.958333,-0.00824511
20060305,0.682034,0.958333,0.26167
20060306,0.787252,1,0.134644
20060307,1.04628,1,-0.221543
20060308,0.731645,1,0.0807895
20060309,1.12809,1,-0.428813
20060310,1.21858,1,-0.609398
20060311,0.918961,1,-0.336402
20060312,1.01222,1,-0.280709
20060313,1.26115,1,-0.464216
20060314,1.32725,1,-0.531756
20060315,1.16895,1,-0.155305
20060316,0.872755,1,0.231648
20060317,1.11894,1,-0.104477
20060318,1.16564,1,-0.170402
20060319,1.06535,1,0.107439
20060320,0.803955,1,0.0396248
20060321,0.68809,1,0.0730769
20060322,0.834657,1,-0.0152001
20060323,1.04119,1,-0.125352
20060324,0.981129,1,-0.063523
20060325,0.733211,1,0.181511
20060326,1.05542,1,-0.0629714
20060327,1.00301,1,0.0392079
20060328,1.04697,1,0.0452977
20060329,0.940596,1,0.175437
20060330,0.706062,1,0.477392
20060331,1.01856,1,0.273917
20060401,0.854622,1,0.171142
20060402,0.459816,1,0.588808
20060403,0.960566,1,0.0154681
20060404,1.1596,1,-0.257849
20060405,0.674858,1,0.683633
20060406,0.839815,0.958333,0.916986
20060407,0.836659,1,0.620022
20060408,0.827463,1,0.419846
20060409,1.04599,1,0.763198
20060410,0.910376,0.958333,1.43023
20060411,1.81994,1,1.18306
20060412,1.99197,1,0.658137
20060413,1.52904,1,1.0232
20060414,1.3359,1,1.43684
20060415,0.983522,0.958333,1.39613
20060416,0.501634,0.916667,1.71008
20060417,0.612838,1,1.68049
20060418,0.481299,1,2.02699
20060419,0.868226,0.833333,1.88722
20060420,1.56922,0.791667,1.11639
20060421,1.15444,0.916667,1.59395
20060422,1.1664,0.666667,1.24701
20060423,1.12214,0.958333,0.868532
20060424,1.25163,1,0.989443
20060425,1.06028,1,0.646288
20060426,0.582759,1,1.64672
20060427,0.312508,0.958333,1.76939
20060428,0.456636,0.958333,1.77289
20060429,0.484328,1,1.9251
20060430,0.234214,1,2.502
20060501,0.554458,1,2.39138
20060502,1.15861,1,1.66216
20060503,1.05998,1,2.15478
20060504,0.419665,1,2.02778
20060505,0.540178,1,1.49106
20060506,0.157512,0.875,2.20323
20060507,0.339723,1,2.9957
20060508,0.574465,0.791667,3.65869
20060509,0.793711,0.833333,3.68472
20060510,1.13685,0.916667,3.06454
20060511,2.1469,1,1.25035
20060512,0.405991,1,2.70668
20060513,0.747061,1,2.35083
20060514,0.705761,1,2.63259
20060515,0.524128,1,2.88357
20060516,0.17957,0.833333,3.54178
20060517,-1.44688,0.958333,4.8626
20060518,1.73931,1,1.12573
20060519,-1.84352,1,4.97646
20060520,-1.24329,1,4.75171
20060521,-0.557543,1,3.63062
20060522,-1.2523,1,5.11213
20060523,-1.60063,0.958333,7.12496
20060524,1.16708,0.958333,5.84202
20060525,-0.626921,0.833333,8.1605
20060526,-1.27516,0.958333,9.13154
20060527,-0.684095,0.875,8.9207
20060528,1.88513,0.916667,6.49154
20060529,-1.17878,1,10.4623
20060530,-2.50036,1,10.7423
20060531,-0.0808908,0.875,6.95639
20060601,-3.9745,0.75,10.1553
20060602,-3.73541,0.916667,10.1363
20060603,-5.08759,0.916667,10.5753
20060604,-5.04394,0.875,10.5392
20060605,-5.46229,0.791667,10.8768
20060606,-5.28819,0.916667,10.088
20060607,-4.44167,1,8.84474
20060608,-6.92825,0.958333,11.1587
20060609,-6.87107,1,9.8979
20060610,-7.95303,1,10.8556
